"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.video_url","Input.action","Input.reasons","Answer.category.labels","Answer.confidence.high.on","Answer.confidence.low.on","Answer.others","Answer.why.both.on","Answer.why.mentioned.on","Answer.why.shown.on","Approve","Reject"
"3CRWSLD91J3UWDP4D0K412GFXZWOMM","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:47 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:47 PDT 2021","","","3J2UYBXQQLB9RDAME1GEBPJXUYQ60V","A3TDUHEBFJ53NM","Approved","Sun Apr 11 11:44:42 PDT 2021","Sun Apr 11 11:47:12 PDT 2021","Wed Apr 14 11:47:12 PDT 2021","Wed Apr 14 11:47:37 PDT 2021","","","150","100% (10/10)","100% (10/10)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/NdnyiDBi7Ik+0:07:25+0:08:06.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[]","true","false","Cleaning,Household maintenance","true","false","false"
"3CRWSLD91J3UWDP4D0K412GFXZWOMM","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:47 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:47 PDT 2021","","","3X87C8JFV6A224DI2CDWR067PR4SQK","A2UF2FRGVW4T89","Approved","Fri Apr 09 18:22:11 PDT 2021","Fri Apr 09 18:23:07 PDT 2021","Mon Apr 12 18:23:07 PDT 2021","Mon Apr 12 18:24:05 PDT 2021","","","56","100% (37/37)","100% (32/32)","100% (3/3)","https://github.com/OanaIgnat/miniclips/blob/master/NdnyiDBi7Ik+0:07:25+0:08:06.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""remove dirt""]","true","false","","false","false","true"
"3D4BBDG7ZGVS12KRHD6YA3DS8UWC3X","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:48 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:48 PDT 2021","","","33IZTU6J810MB1EUOQ8OL820MURXSM","A2UF2FRGVW4T89","Approved","Fri Apr 09 18:23:08 PDT 2021","Fri Apr 09 18:24:17 PDT 2021","Mon Apr 12 18:24:17 PDT 2021","Mon Apr 12 18:25:05 PDT 2021","","","69","100% (37/37)","100% (32/32)","100% (3/3)","https://github.com/OanaIgnat/miniclips/blob/master/HoR-nNGyQpk+0:04:50+0:05:16.mp4?raw=true","writing","['remember', 'famous', 'create novel', 'express yourself', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""remember""]","true","false","","false","false","true"
"3D4BBDG7ZGVS12KRHD6YA3DS8UWC3X","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:48 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:48 PDT 2021","","","34Z02EIMISCFTBLYAEO7MZBBE610T0","A3TDUHEBFJ53NM","Approved","Sun Apr 11 11:38:02 PDT 2021","Sun Apr 11 11:39:43 PDT 2021","Wed Apr 14 11:39:43 PDT 2021","Wed Apr 14 11:40:34 PDT 2021","","","101","100% (10/10)","100% (10/10)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/HoR-nNGyQpk+0:04:50+0:05:16.mp4?raw=true","writing","['remember', 'famous', 'create novel', 'express yourself', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""remember""]","false","false","","false","false","true"
"3FTID4TN8KXMK9BLJBSN3GZSB45LYS","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:47 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:47 PDT 2021","","","338JKRMM26YLPFSL2M4BXMK0CYIAHR","A3TDUHEBFJ53NM","Approved","Sun Apr 11 11:47:52 PDT 2021","Sun Apr 11 11:49:46 PDT 2021","Wed Apr 14 11:49:46 PDT 2021","Wed Apr 14 11:50:37 PDT 2021","","","114","100% (10/10)","100% (10/10)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/yb6oR120WIU+0:06:50+0:07:37.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""other (please write them in the provided box)""]","true","false","Pampering, At home pedicure","true","false","false"
"3FTID4TN8KXMK9BLJBSN3GZSB45LYS","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:47 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:47 PDT 2021","","","3PM8NZGV8YFAYLZHWMJJQ8NZ466XQX","A36ZKMRJCHF2HX","Approved","Fri Apr 09 18:22:17 PDT 2021","Fri Apr 09 18:23:23 PDT 2021","Mon Apr 12 18:23:23 PDT 2021","Mon Apr 12 18:24:05 PDT 2021","","","66","100% (50/50)","100% (12/12)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/yb6oR120WIU+0:06:50+0:07:37.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""other (please write them in the provided box)""]","true","false","self care","false","true","false"
"3FTID4TN8KXMK9BLJBSN3GZSB45LYS","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:47 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:47 PDT 2021","","","3R6P78PK7KAC4FWJOGDA7RYRLN9TGF","A2UF2FRGVW4T89","Approved","Fri Apr 09 18:37:47 PDT 2021","Fri Apr 09 18:39:21 PDT 2021","Mon Apr 12 18:39:21 PDT 2021","Mon Apr 12 18:40:05 PDT 2021","","","94","100% (37/37)","100% (32/32)","100% (3/3)","https://github.com/OanaIgnat/miniclips/blob/master/yb6oR120WIU+0:06:50+0:07:37.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""other (please write them in the provided box)""]","true","false","pedicure foot care","false","true","false"
"3MXX6RQ9EU4WDNCZMWXN4845LD74PO","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:47 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:47 PDT 2021","","","323Q6SJS8IFGL69TD2Q3BNVR9EVFH9","A3TDUHEBFJ53NM","Approved","Sun Apr 11 11:51:45 PDT 2021","Sun Apr 11 11:52:09 PDT 2021","Wed Apr 14 11:52:09 PDT 2021","Wed Apr 14 11:52:37 PDT 2021","","","24","100% (10/10)","100% (10/10)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/SdZH7AJh1WM+0:00:29+0:00:57.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""do not like dirtiness""]","true","false","","true","false","false"
"3MXX6RQ9EU4WDNCZMWXN4845LD74PO","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:47 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:47 PDT 2021","","","33L7PJKHCGXXB0Q15I1MFEHTX4WT8Z","A2UF2FRGVW4T89","Approved","Fri Apr 09 18:34:18 PDT 2021","Fri Apr 09 18:35:08 PDT 2021","Mon Apr 12 18:35:08 PDT 2021","Mon Apr 12 18:36:05 PDT 2021","","","50","100% (37/37)","100% (32/32)","100% (3/3)","https://github.com/OanaIgnat/miniclips/blob/master/SdZH7AJh1WM+0:00:29+0:00:57.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""remove dirt""]","true","false","","false","false","true"
"3MXX6RQ9EU4WDNCZMWXN4845LD74PO","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:47 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:47 PDT 2021","","","3RWE2M8QWH9HYYGEDI2VD05JPOYN05","A36ZKMRJCHF2HX","Approved","Fri Apr 09 17:58:22 PDT 2021","Fri Apr 09 17:59:30 PDT 2021","Mon Apr 12 17:59:30 PDT 2021","Mon Apr 12 18:00:05 PDT 2021","","","68","100% (50/50)","100% (12/12)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/SdZH7AJh1WM+0:00:29+0:00:57.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""do not like dirtiness"",""remove dirt""]","true","false","","false","false","true"
"3XEIP58NLZMMPZLQFXU6HN8UHY9LZJ","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:48 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:48 PDT 2021","","","38YMOXR4MUY2Z3B7789ZIKS1V3OW66","A2UF2FRGVW4T89","Approved","Fri Apr 09 18:32:20 PDT 2021","Fri Apr 09 18:34:17 PDT 2021","Mon Apr 12 18:34:17 PDT 2021","Mon Apr 12 18:35:05 PDT 2021","","","117","100% (37/37)","100% (32/32)","100% (3/3)","https://github.com/OanaIgnat/miniclips/blob/master/SdZH7AJh1WM+0:00:51+0:01:20.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""remove dirt""]","false","true","","false","false","true"
"3XEIP58NLZMMPZLQFXU6HN8UHY9LZJ","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:48 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:48 PDT 2021","","","3EICBYG644V590K9A03NFUQ3PTQCJJ","A36ZKMRJCHF2HX","Approved","Fri Apr 09 18:08:59 PDT 2021","Fri Apr 09 18:09:56 PDT 2021","Mon Apr 12 18:09:56 PDT 2021","Mon Apr 12 18:10:05 PDT 2021","","","57","100% (50/50)","100% (12/12)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/SdZH7AJh1WM+0:00:51+0:01:20.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""remove dirt"",""declutter""]","true","false","","false","true","false"
"3XEIP58NLZMMPZLQFXU6HN8UHY9LZJ","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:48 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:48 PDT 2021","","","3OLF68YTN901BJ1F7WGBU18NWJ5AFT","A3TDUHEBFJ53NM","Approved","Sun Apr 11 11:47:13 PDT 2021","Sun Apr 11 11:47:52 PDT 2021","Wed Apr 14 11:47:52 PDT 2021","Wed Apr 14 11:48:37 PDT 2021","","","39","100% (10/10)","100% (10/10)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/SdZH7AJh1WM+0:00:51+0:01:20.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""other (please write them in the provided box)""]","false","false","Household maintenance","true","false","false"
"3ZRKL6Z1E7292VLB9E3I826JY2NGS3","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:48 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:48 PDT 2021","","","3DEL4X4EL6KJ7NQ3NW0D3UQ13FNXY0","A2UF2FRGVW4T89","Approved","Fri Apr 09 18:26:08 PDT 2021","Fri Apr 09 18:27:59 PDT 2021","Mon Apr 12 18:27:59 PDT 2021","Mon Apr 12 18:28:05 PDT 2021","","","111","100% (37/37)","100% (32/32)","100% (3/3)","https://github.com/OanaIgnat/miniclips/blob/master/SdZH7AJh1WM+0:01:17+0:01:39.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""remove dirt""]","true","false","","false","false","true"
"3ZRKL6Z1E7292VLB9E3I826JY2NGS3","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:48 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:48 PDT 2021","","","3E4GGUZ1T8QNM2YPVSET4WHUSU6K2G","A2CK0OXMPOR9LE","Approved","Thu Apr 15 11:18:55 PDT 2021","Thu Apr 15 11:53:36 PDT 2021","Sun Apr 18 11:53:36 PDT 2021","Sun Apr 18 11:54:25 PDT 2021","","","2081","100% (4/4)","100% (4/4)","100% (4/4)","https://github.com/OanaIgnat/miniclips/blob/master/SdZH7AJh1WM+0:01:17+0:01:39.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""I cannot find any reason mentioned verbally or shown visually in the video""]","false","false","","false","false","false"
"3ZRKL6Z1E7292VLB9E3I826JY2NGS3","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:48 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:48 PDT 2021","","","3XIQGXAUMC70S3U20NADQH64ZGEX7Z","A36ZKMRJCHF2HX","Approved","Fri Apr 09 18:09:57 PDT 2021","Fri Apr 09 18:10:31 PDT 2021","Mon Apr 12 18:10:31 PDT 2021","Mon Apr 12 18:11:05 PDT 2021","","","34","100% (50/50)","100% (12/12)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/SdZH7AJh1WM+0:01:17+0:01:39.mp4?raw=true","cleaning","['company was coming', 'do not like dirtiness', 'declutter', 'remove dirt', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""remove dirt"",""do not like dirtiness""]","true","false","","true","false","false"
"3SBX2M1TKCMHDZDEM9CC4DUFQ9T4QF","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:48 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:48 PDT 2021","","","3FUI0JHJPXX6BMM1EM0Z6K5KNJS331","A2UF2FRGVW4T89","Approved","Fri Apr 09 18:41:09 PDT 2021","Fri Apr 09 18:42:10 PDT 2021","Mon Apr 12 18:42:10 PDT 2021","Mon Apr 12 18:43:05 PDT 2021","","","61","100% (37/37)","100% (32/32)","100% (3/3)","https://github.com/OanaIgnat/miniclips/blob/master/nFJqbmEVEws+0:04:28+0:04:51.mp4?raw=true","reading","['appear cultured to opposite sex', 'bored', 'learn', 'appreciate', 'entertained', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""other (please write them in the provided box)""]","true","false","fall asleep","false","true","false"
"3SBX2M1TKCMHDZDEM9CC4DUFQ9T4QF","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:48 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:48 PDT 2021","","","3IFS6Q0HJIIPL6PZP48NIYFLYHNIS7","A36ZKMRJCHF2HX","Approved","Fri Apr 09 18:21:02 PDT 2021","Fri Apr 09 18:22:17 PDT 2021","Mon Apr 12 18:22:17 PDT 2021","Mon Apr 12 18:23:05 PDT 2021","","","75","100% (50/50)","100% (12/12)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/nFJqbmEVEws+0:04:28+0:04:51.mp4?raw=true","reading","['appear cultured to opposite sex', 'bored', 'learn', 'appreciate', 'entertained', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""other (please write them in the provided box)""]","true","false","help settle down for sleep","false","true","false"
"3SBX2M1TKCMHDZDEM9CC4DUFQ9T4QF","3EOS91U1VZBTXRYRMQ8AATWD7DLYBT","Choose the correct category for the video","Choose the correct reasons for why the actions happen/ are mentioned in the videos","video, classification","$0.25","Fri Apr 09 17:57:48 PDT 2021","3","BatchId:4402721;OriginalHitTemplateId:928390922;","3600","259200","Sun May 09 17:57:48 PDT 2021","","","3QAVNHZ3EM3NBBBBT7J9PED7TFHALO","A3TDUHEBFJ53NM","Approved","Sat Apr 10 11:07:27 PDT 2021","Sat Apr 10 11:08:37 PDT 2021","Tue Apr 13 11:08:37 PDT 2021","Tue Apr 13 11:09:19 PDT 2021","","","70","100% (10/10)","100% (10/10)","0% (0/0)","https://github.com/OanaIgnat/miniclips/blob/master/nFJqbmEVEws+0:04:28+0:04:51.mp4?raw=true","reading","['appear cultured to opposite sex', 'bored', 'learn', 'appreciate', 'entertained', 'I cannot find any reason mentioned verbally or shown visually in the video', 'other (please write them in the provided box)']","[""appreciate""]","true","false","","true","false","false"
